file_name,caption_1,caption_2,caption_3,caption_4,caption_5
Sheeheep.wav,A bunch of sheep are making sounds repeatedly.,A group of sheep are communicating with one another in unison.,A bunch of sheep are making sounds again and again.,a group of sheep communicating with one another in unison.,A group of sheep in their pen bleat loudly.
Australian morning birds.wav,A bird howls and a similar bird responds from a distance.,A pigeon coos while other birds sing in the background.,"A rooster crows six times, which causes a faint echo each time.",It is a bird that is cooing and making noises that repeat themselves.,"A rooster crows six times, causing a faint echo each time."
Summer evening near a small lake.wav,A relatively quiet outdoor setting with small general sounds in the background,Light traffic going down a road with a lot of bugs chirping in the background,Small general noises are in the background of a relatively quiet outdoor setting.,"A very low white noise, a clicking and a low squeaking.",light traffic travelling down a road while bugs chirp in the background.
soundnumber DOG41000% dedicatedtoola3hairislong.wav,People are singing in the background to synthesized music.,Low static tones mix with eerie and ghost like voices.,"And a lot of screeching, a low buzzing is followed by a sound and conversation.",A music player is playing a piece of distorted music.,Low static tones were mixed with eerie and ghost like voices.
glassmeow.wav,A loud squealing occurs and stops and the squealing comes back,A constant high pitched music note and a meowing cat.,"A loud squealing occurs and stops, but then the squealing comes back.",A cat meows while a person creates different sound wave frequencies.,A high pitched tone is generated and a cat meows at the same pitch.
Snow Walking Quiet.wav,Someone walks quickly over dirt and twigs and then slows down.,"Squeaky plastic objects being rubbed together, person walking off in snow to a distance.",Someone rapidly walks through snow and then slows down.,Shoes moving rapidly across dirt and twigs and then slow down.,Rubber shoes rub the surface as someone walks.
tea_stir.wav,Metal spoon stirring inside of a glass coffee cup.,A metal spoon is stirring inside of a glass coffee cup.,"A person stirs continuously, clanking the spoon in their cup.",a person continuously stirs and clanks the spoon in their cup,A bottle is tumbled and slide a short distance across the cement.
Handling Bottle.wav,"A man speaks briefly, then something is being filed and sharpened.",A man talks and then sighs while a scraping sounds makes noise.,A man speaks briefly before something is filed or sharpened.,Two solid objects collide as a man speaks.,A hard object scrapes against a solid surface and faint breathing is audible
MopRally.wav,A man is giving a speech in the background while someone is mixing something.,A man is speaking loudly on a loud speaker and people are then clapping and cheering,A speaker is talking while people applaud him.,Someone gives a speech as the man mixes in the foreground.,The speaker talks while the people applaud him.
Laptop_Shut &amp; Open.wav,Many people are talking causing an echo in the building.,An echo from people talking at a distance in an empty corridor.,Vague voices fill up a building with echoing and repetitive sounds.,Indistinct voices fill up an indoor building with echoes.,"Air movement, people speaking and one hard object softly hitting  another."
Small Aircraft Katana DV20 - outside.wav,The propeller is running at a fairly consistent speed and volume.,Airplane propeller sounds at different speeds during take off.,"An engine revs loudly and then takes off, accelerating as it speeds away.",A propeller running at a fairly consistent speed and volume.,A grassy lawn is cut as the machine moves about the yard.
Breathing Man Machine 2.wav,"A machine running, metal striking metal and repeating commotion",One item is continuously whirring while something else is periodically blowing.,Large footsteps are echoing across the hallway as they are getting closer.,Loud cranking noises echoing in a cave against each other repeatedly.,"A machine running, metal striking metal and echoing noise."
SoS_SpookySounds_Bubbling01.wav,Wind is blowing through water as it trickles while flowing.,A liquid is percolating through a glass tube.,Liquid is percolating through a glass like tube.,Water is running down from the faucet into a large container.,Water moving in a shut metal container close by.
glass-bowl-ring.wav,A solid object is continuously given a hollow tapping,A gong is rang four times with a pause between each hit.,A gong is hit four times with a gap in between each strike.,"Something strikes a metallic surface several times, producing a ping.",Faint tapping is followed by silence and then tapping repeats several more times.
20070628.plane.wav,Insects shriek shrilly as a commercial jet flies overhead.,Insects are shrieking shrilly as a commercial jet is flying overhead.,Large machinery hums while a drill spins at high speeds.,"While a plane is in the far background, cicadas are chirping in the foreground.",A subway train is making a shrill noise as it is travelling on the tracks.
bees buzzing.wav,"A rooster crows, papers are shuffled, a person steps heavily, and then a man clears his throat.","A chicken crowing, air streaming and a throat clearing.",Bees swarming with a rooster in the beginning and a man grunting at the end.,"A rooster crowing, air flowing and a throat clearing.","Crowing is made by a rooster, birds are then chirping, and a person mumbles."
"Foxes, West Ham Cemetary 2.3.09 (high pass).wav",A small animal calls out to the other animals outside.,A loud squawking gets more frequent and louder before quieting down.,"Some animals is making shrill, agitated croaking sounds",In the background a bird chirps and some things clink together.,A loud squawking occurs and gets louder and more frequent before quieting down
Vitesses.wav,Vegetables are being cut with a metal knife on a hard surface.,A metal knife slices through vegetables and strikes a hard surface.,A constant bang raised in the amounts of intensity and frequency.,A thumping noise occurs and stops multiple times and gets louder as time passes.,A person is adjusting their camera and moving it around on a surface.
cat grumping.wav,A small child calls out several times for its mother.,A child is crying and whining to adults.,A kid is in tears and complaining to the grown ups.,A cat moans at an incredibly high pitch.,A small child calls out over and over again for its mother.
toy rattle 1.wav,A fishing reel is wound up and pounded against a table.,Followed by a loud pounding a loud creaking occurs and stops.,A fishing reel is being wound up and banged on a table.,A loud creaking occurs and stops and is followed by loud pounding,"a toy being wound up, a person pouring grain from a package while a child cries in the background."
fs_brokenMixer302-3.wav,"While a motor is running, a metal object is dropped into a container.",The revving of a motorcycle engine produces loud noises.,A motor runs while a metal object falls into a container in the background.,The plane has loud static and whooshing propellers in a flying motion.,Loud noises sound as a motorcycle engine revs.
Pistol Cocking sounds.wav,"A tool clicks periodically, every few seconds, while it is opening up.","In an otherwise quiet background, some device was making repeated clicking sounds.",Clicking follows the repeated pattern of one click and then a pair of clicks.,Keys are clinking and clinking as they rattle together.,Someone is using the clippers to trim a bush outside.
fridge_back.wav,The engine of a machine hums continuously then lowers in the pitch,a machines engine hums continuously then lowers in pitch,"An electronically loaded object is turned on, creating a low vibrating reverberation.",An idling lawn mower rumbles loudly as it sits,The motor on the machine is making loud noises as it runs.
squirrel chatter w city.wav,"Loud birds sounding off, twittering, as light bird sounds in background, light traffic.",A bird chirped as traffic flowed by steadily.,"Loud bird sounding off, twittering, light bird sounds in background, light traffic.",The rolling of traffic far away and different types of birds tweeting close by.,A bird chirps as traffic flows by steadily.
Juice Box Shacke.wav,Intermittent shaking   of loose objects in a bag.,"Objects in a bag shake around in a loose way, intermittently.",The contents of a container are being thrown together vigorously,The contents of the container are thrown together with force.,The man is shaking a bottle of liquid while the crickets are chirping outside.
Door Creak Squeal.wav,A door loudly creaks open and then closes repeatedly.,"Loud creaky door being opened, going back and forth or a musical performance.","A loud creaky door is opened, going back and forth during a musical performance.",An entryway gradually squeaks open and shut again and again.,A door loudly creaks open and then close repeatedly.
DigginginToilet.wav,A container of water was being sloshed around.,A machine humming and water sloshing in a basin.,Water sloshes in a basin next to a humming machine.,Some water being sloshed around in a container.,A person wades through bathtub water in the bathroom.
distant fest noz.wav,Distant music playing with some singing and then at the end a lighter is being struck.,A cigarette lighter has been opened twice while music is playing in the distance.,Music is playing in the distance and when it ends a person lights a cigarette.,Music is playing in the distance and a cigarette lighter is used twice.,A lighter is opened as a bar plays music in the back.
subway soundscape final mixdown.wav,"Water softly runs down and drips, while a siren blares in the background and fades into a low buzzing sound.",is trickling into water and an alarm and traffic commotion are out of sight.,Sirens blare in the background as horns honk and rain falls down.,Water slowly drips into a bucket on the ground.,"While traffic drives by in the background, water slowly drips from a sink."
Rain 01 091012.wav,"Downpour is consistently falling, gets louder over time, and decreases toward the end.",It is raining hard over the top of the house.,Rain pours heavily above the roof of the house.,A train passes by during a rain storm.,Water pours into a container while the rain falls heavily.
Cathedral of Astorga.wav,A man is speaking over a loudspeaker with a bell tolling in the background.,The tolling of a bell as a man speaks over a loudspeaker in the background.,A church bell chimes loudly as people talk indistinctly.,A huge bell is ringing extremely loudly constantly.,For several seconds a bell rings loudly outside.
morning_birds.wav,Seagulls making  noises while waves are crashing against rocks on a beach.,Seagulls make noises while waves crash against a rocky beach.,"Chirping of birds, along with the flapping of their wings.",Seagulls cawed and called as waves rumbled deeply.,Birds are chirping and monkeys and other species are wailing in the background.
Boat Passing By (No Processing).wav,"Heavy winds and water splashes continue with light conversation at a distance, and then a man coughs.",Water lapping in the foreground while seagulls squawk in the background with somebody coughing at the end.,"Heavy wind and water splashes continue with light conversation from a distance, and then a man coughs.",People talking and air blowing in the distance.,A loud splashing occurs followed by chirping and low conversation and a cough
Bees.wav,Bees drone noisily while a sheep bleats in the distance,Bees are buzzing loudly and a sheep bleats in the background.,A group of bees buzzing loudly in the background with some bees buzzing into the foreground.,Bees are buzzing loudly in the background and the foreground.,Flies are endlessly flying and buzzing but some are more noisy.
Trams.wav,A train chugs through the forest while a river runs and bird chirp.,An individual sits outdoors listening to birds and other people,A machine was running while a flying creature tweeting out of sight and the machine made ding sound.,Birds are chirping and cawing while a railroad train is passing by.,Birds chirp and caw as a railroad train passes by.
140820103thunder.wav,Thunder booms repeatedly causing echoes that fade in and out,Thunder is roaring across the sky as it is booming very loudly.,"Thunder claps in the distance, roaring and trailing out for a while.",A loud thunder that continues to echo and fade for some time.,Light rains with a distant thunderstorm and lightning in the background
Paradecrowdsound.wav,"A horn is blown, with crowd cheering, followed by music from bagpipes, an announcement, another horn blast and shouting.",A horn keeps blowing as the crowd cheers and people chatter.,"A horn has blown, with crowd cheering, followed by music from bagpipes, an announcement, another horn blast and shouting.",People are cheering while a horn is blown repeatedly.,A horn is repeatedly blown over the cheering and chatter of the crowd.
Chalk Writing - Fast.wav,A person writes furiously on a chalk blackboard.,"A constant clacking occurs, accompanied by a faint scraping.",wood knocking against wood in a continuous pace.,A man made rhythmic tapping that is uneven.,Someone is quickly writing something on a chalkboard.
Shower faucet.wav,Faucet water runs and ten stops and drips before running again.,"Faucet water runs, stops, and then drips before running again.",Water is much quieter after running loudly in the beginning.,Someone is using a faucet for several seconds.,"For several seconds, someone is using a faucet."
sink run1.wav,Water flows down the drain until the faucet is turned off.,A faucet runs while water sloshes down the drain before a squeaky valve is turned off.,Rain comes down heavily and steadily with constant intensity.,Water flows slowly onto a surface as thumps sound in the distance,Water trickles onto a surface while thumping noise sound in the background.
Pajaro Pucallpa.wav,"As birds tweet from afar, a nearby bird repeats a chirping and stopping pattern.",Wild birds chirp and sing to each other.,A number of birds sing and chirp in communication with one another.,"In contact with each other, a variety of birds sing and chirp.",birds chirping to each other in the wild
rumble metal.wav,"Across a surface, a metal container is being rolled.",A person uses her hands to beat on the inside of a steel drum.,Something is tapping on a metal pole repeatedly and it is increasing in intensity.,A soft mallet is hitting the metal drum repeatedly.,"An object vibrates underwater, becoming more and more intense."
A loose nail on the niger riverboat&#39;s engine.wav,an engine idles then begins revving up at a quick pace,a jack hammer breaking up concrete on a construction site.,"At a construction site, a jack hammer breaks up concrete .",An uneven washing machine is softly thumping and clacking on the spin cycle.,A washing machine on the spin cycle and is not balanced softly thumping and clacking.
Atmos morning at the dam magpies &amp; other birds.wav,A bird is chirping in response to someone in a park using a machine to make a bird call.,An electronic device is producing a sound that varies from warbling to a trill and a whistle.,Assorted wild animals make different noises in nature.,Birds are chirping in a park at the same time.,Someone in a park using a machine to make a bird call and a bird is chirping in response.
20160527_nightingale.03.wav,"A light bird is high whistling, peeping and twittering in the background.",Birds are chirping back and forth to each other in the outdoors.,"Light bird whistling in the background, high whistling bird, bird peeping, bird twittering.",Birds are chirping back and forth in the outdoors.,A gathering of flying creatures are peeping to one another outside.
20100220.concentration.01.wav,"Car horns honking, a loud motorcycle passing by, and a siren in the background.",A horn blows multiple times while passing and in the meantime a motorcycle engine revs up.,"Horns blare as engines rev up, while a siren blares and people talk.",The traffic causes angry drivers to honk their horns and shout at one another.,"Car horns honking, a loud motorcycle goes by, and a siren in the background."
PassingMotorCycle01.wav,"A fast car whizzes by, followed by the quiet hum of slower vehicles.",A bird is chirping right after a car drives by very fast.,One engine features in the foreground over traffic followed by birds chirping.,"A fast car hums by and passes into the distance, other quieter cars pass too.",Traffic throughout with one engine prominent and some chirping birds at the end.
CUA bells front.wav,Church bells clang and echo as they ring out.,"church bells bang continuously, reverberating outward within a building",Church bells ring loudly as they clang and echo.,"Church bells resonate constantly, reverberating outward inside a house.",Multiple church bells ringing at a fair distance.
KrugerBirds.wav,Birds tweet in multiple frequencies and timing along with the other nature noises.,Several species of animals in a jungle are communicating with each other and crickets are chirping in the background.,A large number of birds chirp back and forth repeatedly.,A big group of birds continually chirp to each other.,Several species of animals in a jungle are communicating and crickets in the background.
Imaginary_Car_Traffic.wav,A loud whirring and then it eventually gets quiet.,A low pitched electronically generated thrum quickly repeats itself then lowers further in pitch.,The droning of a small plane engine sounds as it flies,A low pitched electronically generated thrum quickly repeats itself and then lowers further in pitch.,A loud whirring occurs and eventually gets quieter
Toilet Flushed.wav,"A toilet is flushed , the water in the bowl drains, and the tank refills with water.",Drop food into a hot oil to cook it in a deep fryer.,A bucket of water is being dumped into a larger bin.,A flushing of water was followed by a whirring of an industrial nature.,"After a toilet is flushed, its water tank refills."
Air door sound 2.wav,A humming noise is blaring with a wailing siren.,Different tones of a static signal are playing in the background,A computer is operating at a consistent rate.,Low monotone and light sounds play from a phone outside.,An odd whistling noise keeps getting louder then softer.
Luggage Movement Foley.wav,"Someone opens up drawers, puts the contents into a bag and zips the bag.",A suitcase is opening while someone tries to open its zipper.,"Someone is searching around a house, making heavy footsteps and pushing things out of their way.","Random shuffling, striking of hard items against one another and a zipper zipping.","A person opens drawers, loads items into a case and zips it shut."
20061124.car.window.wav,A motorized window is rolled up and closed.,The power window in the car goes down and up again.,An electric window opens and afterwards closes two separate occasions.,A buzzing sound starts and stop while progressively growing louder.,"Several times over, a car window is opening and closing."
up-down-thing-1.wav,The pitch of the computer generated sound effects drops at varying speeds and lengths.,The alarm goes off and counts down to something,A loud screeching was occurring and stops multiple times before getting quieter.,Noises that change from high to low pitch several times.,A science fiction type tune from high notes to low notes creating a pipe effect.
100302_05.wav,A jet flies off into the distance and then flies closer.,A jet flies past along with a second one approaching,A jet flew off into the distance and then returned.,"A jet flies past, followed by a second one approaching.","An aircraft, humming loudly as it passes, zooms by."
Te Atatu Library.wav,A person is knocking over something as someone else coughs amid background conversation,Coughing and throat clearing is accompanied by a variety of vague shuffling and mild banging.,A person coughs as he enters the room wet from the rain outside.,"After someone hits a surface, a male coughs, a computer makes a noise, and someone talks with a man.","A surface is hit before a man coughs, and a computer sounds, and then a man talks to someone."
defective machine L38_m.wav,Some machine is running with alternating high pitched and very high pitched sounds.,A machine is running with the sounds going back and forth between high pitched and very high pitched sounds.,A creaking alarm is going off with the squealing accompanying it.,High pressure water sprays into a metal bin in an odd pattern that fades away.,The large animal sprays water hard into a bin.
Modern Front Door  from outside DonFX.wav,"A car door is shut closed and gravel is pushed aside, this occurs three consecutive times.",A car door is shut and gravel is pushed aside three consecutive times.,"While a match is lit, a door is open and then shut.",A door is shut and gravel is scraped around three times.,A door is open and shut and a match is being lit.
hourly chime.wav,A bell in the tower top ringing on the hour.,"A bell rings loudly, and then softly intermittently.",church bells being chimed in order at a bell tower.,"At a bell tower, church bells chime in order.","On the hour, a bell in a tower top is ringing."
Metallic Strains.wav,"In weird intervals, a metal rod scrapes against a metal fence.",A metal rod scrapes against a metal fence in weird intervals.,A couple of metal pots are clanged together multiple times.,A heavy metal object is repeatedly dragged across another metal object.,A heavy metal object is dragged across another metal object repeatedly.
Radio_Scanning_Channels_1.wav,Someone is turning and picking the channel on the radio.,A person is changing the channel on the radio by turning a knob.,Inaudible phone conversations through a static phone line.,A woman is arguing with static in the background.,static cutting off a female voice on the radio.
Herd Of Cows Mooing.wav,"Several cows moo one after the other, followed by the loudest cow ever.","A large group of cows, making several different moos.",Several cows are mooing as they are outside.,a large group of cows make several different moos.,The group of animals were grunting and moaning at each other.
Church bells and ambience in Betina.wav,A number of church bells are ringing in unison.,Large bells each with different tones are being rung.,Bells ringing loudly in the foreground with a buzzing noise accompanying it.,A group of church bells are ringing simultaneously.,"Bells are still ringing, followed by a buzz."
washingmachine5.wav,A machine is whirring loudly at first and then slowly shuts off.,Machinery runs loudly before slowly winding down and turning off.,A machine is whirring loudly in the beginning and slowly shuts off as time goes on.,Some machinery operates loudly before slowly winding down and cutting off.,Machine is being turn on and slowly turned off.
20070517.chalkboard.writing.wav,"With a few voices in the background, chalk is being used to write on a blackboard in the foreground.",Someone writes on a chalkboard as people talk in the distance.,Chalk is dragged across the chalkboard in tiny strokes while muffled voices speak in another room.,Writing on a chalkboard as well as talking in the background.,People are talking as someone writes on a chalkboard.
bm_Footsteps_WoodFloor.wav,"Boots step, walking at a steady pace on a squeaky floor.",The squeaking of footsteps gets louder as they get closer.,Footsteps are squeaking on the floor as they are getting closer.,"Somebody makes strides as they stroll up wooden steps, their shoes squeak a bit.",The boots hit the floor with a squeak.
Fire with wet wood.wav,A large fire snaps and crackles intermittently in the air.,Crackling fire noises and two hard objects striking each other.,a fire slowly crackles as it continuously burns,"As it continuously burns, a fire slowly crackles.",A good sized fired crackles and snaps occasionally.
STE-029.wav,"On a busy road with heavy traffic, a person screams in the background.",heavy traffic on a busy road a person screams in the background.,Loud background noises including honking cars followed by a scream.,A very busy street with several cars honking their horns.,Numerous car horns overlap as a person briefly screams.
dogwalk01.wav,"Someone  walks crunching on leaves, brush and gravel.",A woman walks straight into the muddy woods.,Feet stroll at a consistent speed on a street as vehicles pass somewhere far off.,People are walking in the woods over wet grass.,People are walking through the woods over wet grass.
Broom Sweeps.wav,"Initially, air comes out of a valve in short spurts, then continuously with varying speed.",Pressurized air is released from a valve at random intervals.,"Air comes out of a valve initially in short spurts, then continuously with varying speed.","Air sprays in short bursts, and then at a continuous rate at varying levels of pressure.",A powerful air hose blows trash and leaves into a pile.
14.12.2011.003.wav,The heavy engine of a vehicle speeds up while something is dragged.,An airplane passes by as a structure rumbles.,people are moving around while vehicles drive on the street.,"A vehicle with a heavy engine travels by, and the engine speeds up while something is dragged.",The dump truck beeps is warning for reverse before rumbling away.
hallo-market.wav,A bell rings intermittently as several people chat.,Multiple women spoke while hand bells are rang throughout.,People talk as a bell rings and vehicles drive past.,Individuals talk as a chime rings and vehicles drive past,"A number of persons are talking excitedly by the roadside, and vehicles move along."
20110719 kijjaz - Small House Contruction Site in Bangkok.wav,A person uses a very loud vacuum cleaner on a floor while a woman talks in the background.,A motor operates a saw that cuts off parts of wood.,"A machine engine is powered, accelerates and rumbles.",Machines buzz in the foreground and a whistling commotion is out of sight.,A very loud vacuum cleaner is cleaning the floor while a woman is talking in the background.
"Refrigerator, fridge, open interior bottle movement, rummage.wav",a person opening a cooler and loading it with bottles.,A person puts away dishes by placing them into a cabinet.,A person is opening a cooler and loading it with bottles.,"Different metal tools are put out onto a table, clinking against one another.",A car door pops open and someone takes out glass bottles.
Chain pick up from &amp; drop on carpet.wav,Loose change is tossed into a pile of other coins.,Beads are being knocked together and becomes louder as times goes on.,Metal coins are being dropped into a pile at different rates.,Beads are being knocked together and becomes louder at times goes on.,Metal coins are dropped into a pile at differing rates.
CapExpress Fast w Horn - Mixdown.wav,A train honks its horn and  proceeds to pass by on the tracks at at a high rate of speed.,A high speed rail train whizzes past and fades into the distance.,A train horn honks before a train and a few cars racing by at a high speed.,The horn blasts twice before the train rushes at high speed.,Two blasts of a train whistle are followed by the clicking and clacking of a train passing by.
grandfather&#39;s clock.wav,A bell dings repeatedly and then stops as the last ding dies out.,A bell dings repeatedly and then stops as the last ding is dying.,A ringing bell chimes in a creepy way before slowly fading away.,A large bell repeatedly plays two notes until it stops and lets the sound ring out.,A big bell plays two notes constantly until it fades away.
Pestle and mortar - Stone.wav,"Someone is eating something crunchy, biting loudly, then some loud biting in a chopping way and finally some popping noise.",Two rocks are repeatedly struck and ground together.,A person is tapping wooden objects together and then tapping an open surface.,Cement and a grinding tool grinds as they are dumped.,Someone is cleaning a bowl in a circular motion with a brush.
WindDec14th20154AM.wav,The waves roll in and out on the beach while the wind blows.,a strong wind rustling the trees and leaves outside.,waves roll in and out on the beach while the wind blows.,Wind was roaring and swirling with a few pops from water.,Wind is roaring and swirling with a few pops from water.
presidentspeech.wav,"A man is speaking continuously, but is mostly inaudible",A man is speaking to someone for several seconds.,A man is speaking to somebody for a few seconds.,The man is speaking through a telephone receiver and his words are distorted.,A man and women sing a song slowly together.
20070619 161243 banjar geiten.wav,Goats bleat in the foreground while indistinct chatter of a few people and some footsteps occur in the background.,A sheep bleats as children talk and run around.,A goat is bleating again and again while individuals are talking.,Goats bleat nearby while people chatter and some footsteps occur in the background.,Sheep or goats are making noises with people softly talking in the background
20081230.warblers.wav,"Birds chirping, clicking, a rooster crows once and chimes softly ringing.","Birds chirping, clicking, a rooster crowing, and soft chimes created a calmness.",Some birdsong with a rooster crowing and a soft bell melody playing in the background.,"As birds chirp repeatedly, wind chimes softly clang together and a rooster crows.",A type of wind chime rings out in the background while birds chirp and a chicken crows.
ps_fast_flighby_01.wav,"A large aircraft passes by overhead, creating a sonic boom.",A jet speeds by and flies off into the distance.,The loud engines of a plane pass by then fall quieter as it leaves the area.,"A large plane passes overhead, leaving a sonic boom behind it.",A jet flying by closely and eventually fading away in the distance.
Bristol Riots Shouting and Swearing.wav,a large group of people shouting and yelling over each other.,A large group of people are marching outside whistling and yelling,A large group of people chant and whistle as one person yells about stopping the commotion.,"A large group of people shout, chant and cause commotion around.",A group of people shouting and yelling loudly.
tata_hungary__smelly_well_1_20080718.wav,Slowly moving water flowing and dropping into a metal jar.,Water pours endlessly into a partially filled basin.,"From a bucket,  water is poured and swirls down a drain.",Water is poured from a bucket and swirls down a drain.,water pouring from the tap into a tub of water.
snore snoring night ambient crickets bugs white noise.wav,Someone snoring softly while a cricket chirps loudly.,Crickets chirp as an animal is snoring in its sleep.,Someone is snoring while crickets are making constant noise in the background.,Someone is snoring continuously over the constant crickets in the background.,Crickets and insects are chirping as a person is loudly sleeping.
EXT Suburban Birds &amp; Traffic 2.wav,Birds tweet to each other while the cars are driving by.,Many birds chirp and sing in communication with each other.,Birdsong in the background and some light rustling in the foreground.,A steady stream of traffic streams down the road while birds chirp in the background.,Outside the birds chirp while the wind blows.
WATER_INTO_GLASS_CLOSE_01.wav,Many different items are filled slowly with liquid.,A number of glasses are filled up with a liquid.,A loud tinkling occurs followed by silence and the tinkling occurs again and stops several times,several different objects are slowly filled with liquid.,"Water is filled a glass, at that point it stops quickly and begins once more."
&quot;BCat Bites a Bit&quot; .wav,The man is repeating words over and over with a clear voice.,A person with a clear voice is repeating some words over and over,A woman is repeating what she says at normal volume.,Somebody speaks out loud and  endlessly repeats themselves.,A young person repeats his words while trying to read.
final_version.wav,Waves lap before a boat horn honks then the footsteps of a person crunch prior to a church bell dinging.,"Waves lap, a boat horn honks, and footsteps crunch adjacent before a church bell dings.","Metal is hitting metal, and a horn is blaring and a bell  is dinging.",A splash and then a musical tone sounds before the splash continues during footsteps before a bell.,Church bells clang nonstop as cars drive past
wall clock chiming and ticking.wav,A clock ticks and sounds out nine chimes.,"Loudly, nearby, a large old grandfather clock chimes.",A clock chimes nine times while continuing to tick.,The dings of a clock continue to ring over and over.,"A clock is chiming, and gears are spinning with a light metallic clicking."
nxSample026.wav,A hinge squeaks continuously as it is being manipulated.,"Over and over, a creaky door opens and shuts.",A door creaks as it is opened and closed repeatedly.,A creaky door is opened and shut over and over again.,A loud creaking sound repeats over and over while a door swings open and closed.
Australian Magpie.wav,Frogs are croaking and animals make their sounds outside.,A bird loudly screeches and calls while other birds chirp in the background.,A variety of animals noisily call out to each other,A crowing and an oinking occur and get louder as time goes by,With other birds chirping in the background another bird loudly screeches and calls.
Car_Stop_Breaks_Screech_Engine-Rev_by-monnie101.mp4.wav,Car brakes squeal loudly as they rev up and move around several times.,Repeating the process several times a car slides its tires then stops before repeating.,"The tires of a vehicle screech, a child cackles, and the vehicle speeds around screeching its tires.",As a car revs up and drifts several times car brakes squeal loudly.,The engine roars and tires screech as if racing around a track.
hungry_people.wav,Bells clang throughout while several people are speaking intermittently,"A cowbell with faint voices in the background, something is dropped on the floor at the end.",Some high sounding traditional musical instruments are being played,Some high sounding traditional musical instruments are being played at the same time,"A cowbell with faint voices in the background, before something is dropped on the floor at the end."
barca BikeWheelClose.wav,A person fiddles around with some items as a motorcycle drives off in the background.,an engine revs then idles while things bang and ring in the background.,"Chimes ring several times, a fan motor revs and fades out, blades rattle, and a woman speaks in the background.","In a background of human voices, a bell ringing bicycle hits an empty can and is passed by a moped.",Someone is tinkering with objects as a motorcycle passes in the distance
Oxygen.wav,The wind is blowing very slowly and becomes louder in every few seconds.,"A windy whooshing that was almost natural, but still somewhat artificial and repetitive",Every second the slow  blowing wind gets louder.,A low humming occurs and gets louder before getting quieter,A heavy wind swirls and howls while sirens make intermittent noise.
Party noise maker _ soundstack.wav,A person honks a party blower every few seconds.,A bunch of buzzing instruments are being utilized at a location.,A party horn was blown over and over for various lengths of time.,A child plays with a toy which makes funny sounds,A party blower screeches about a dozen times at the party.
walking down the hall MIT mike close to pants.wav,someone walks on a hard surface at a steady pace,Someone is walking on a hard surface at a steady pace,a person walking on a wooden floor as time goes on,A person walks across a wooden floor and continues walking.,"Knocking at a steady beat, while short groans are accompanying most beats."
CONSTRUCTION WORK.wav,"A low humming occurs, then gets louder before getting quieter",An internal combustion engine whirs continuously during operation,A large engine roars while it alternates between growing louder and slightly quieter.,"A machine runs, gets louder,then quiets down, and repeats the process.",A tractor is driving close and passing by.
20160305_01.glacier.talk.wav,Somebody is speaking on a television in the background,Waves crash and a woman talks quietly in the background as someone speaks over a loudspeaker.,A man engages people in a conversation while some listen and others answer,Somebody is talking on a television in the background,a man talks while several other people talk in the background
Boiling_Water.wav,Concrete is getting mixed in the roller made for mixing.,A stream of liquid is flowing continuously from the source of an opening.,"In the mixing roller, concrete is getting mixed.",Water is splashing on a rough surface continuously.,Water is splattering on a rough surface continuously.
Virtual plumbing.wav,"A machine is making a loud noise, then starts to fade away, then become really loud again.",A motorboat passes by before turning around and approaching.,"A machine is making a loud noise, then noise starts to fade away, then become really loud again.",Air is rushes by as the wind blows steadily along.,A subway train is travelling down the tracks going into the distance
Writing with pencil.wav,A low constant humming while someone scribbles a pencil on paper.,Low and consistent humming in line with pencil scribbles on paper.,Wood is being sanded quickly while a fan is blowing.,Someone scribbles with marker all over some paper,A marker is being scribbled all over some paper.
Barking Aldi Dog.wav,A dog barks as a truck pulls up.,A quiet whooshing occurs followed by loud barking,A dog barking several times while machinery runs,A truck is pulling up and a dog barks..,A dog is barking repeatedly while machinery runs.
clock.wav,Occurring is rapping in beats of two of a thing on a metal surface.,A large grandfather clock was making loud ticking sounds.,The pendulum of a clock clicks as it swings back and forth.,The hands of a clock are ticking back and forth.,The loud ticking of a large grandfather clock.
flys-I.wav,a small swarm of buzzing insect gather outside.,A bee flying with other bees in the background.,"Several flies are buzzing by, land, and then fly again.",A bee flies alone but other bees are in the background.,"Outside, a small swarm of buzzing insect gathered."
Tin Can Dropping and Rolling.wav,Intermittent rattling when something is being dropped and rolling on a surface,An object is dropped onto a surface causing sporadic rattling,objects are repeatedly dropped on a hard surface,"Metal spoon being dropped into a pot, some stirring, then a jar lid being dropped on a counter.","A metal spoon is dropped into a pot to mix the contents, then a lid is dropped on the counter."
"Cannonball off dock, splashing, swimming.wav",A person jumps into a pool to start swimming,"A loud gurgling occurs, then a few loud splashes, then low conversation and breathing",Someone jumps into a pool and starts swimming.,"Firm hands row a boat, and someone breathes in deeply.",A person breathes heavily as water being pushed around turns into a big splash.
Ticking of the clock.wav,Cars travel past in the distance as a clock ticks,A clock is ticking with traffic in the background,An old clock with a pendulum that is swinging back and forth is ticking.,An old clock with a pendulum is ticking.,"The industrial time card clock emits a thick, hallow ticking."
Water Wheel .wav,Machinery in the factory keeps running in the distance,A noisy environment such as a heater room or factory.,Machinery in the factory is running in the distance.,A train engine starts and builds speed in a few seconds.,A heavy truck is working on a construction site
Berlin Alexa.wav,People are talking in a really loud public place.,"People are talking in the distance, although it is all mingled together.",A large busy hall with many people moving around and faint speech in the background,A large busy hall that has a lot of people moving quickly in the background,People are talking in a tunnel waiting at the subway station.
